--------------------------------------------------------------------------------------------------------------------------------------------
| type                                                           | property                                                                |
| <http://www.iptc.org/ontologies/Sport/Action>                  | <http://www.iptc.org/ontologies/Sport/Action/type>                      |
| <http://www.iptc.org/ontologies/Sport/Action>                  | <http://www.iptc.org/ontologies/Sport/Action/zone>                      |
| <http://www.iptc.org/ontologies/Sport/Action>                  | <http://www.iptc.org/ontologies/Sport/event>                            |
| <http://www.iptc.org/ontologies/Sport/Action>                  | <http://www.iptc.org/ontologies/Sport/participation>                    |
| <http://www.iptc.org/ontologies/Sport/Action>                  | <http://www.iptc.org/ontologies/Sport/team>                             |
| <http://www.iptc.org/ontologies/Sport/Action>                  | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Action>                  | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| <http://www.iptc.org/ontologies/Sport/Associate>               | <http://www.iptc.org/ontologies/Sport/positionEvent>                    |
| <http://www.iptc.org/ontologies/Sport/Associate>               | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Associate>               | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| <http://www.iptc.org/ontologies/Sport/Athlete>                 | <http://www.iptc.org/ontologies/Sport/dateOfBirth>                      |
| <http://www.iptc.org/ontologies/Sport/Athlete>                 | <http://www.iptc.org/ontologies/Sport/sport>                            |
| <http://www.iptc.org/ontologies/Sport/Athlete>                 | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Athlete>                 | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| <http://www.iptc.org/ontologies/Sport/Competition>             | <http://www.iptc.org/ontologies/Sport/parentCompetition>                |
| <http://www.iptc.org/ontologies/Sport/Competition>             | <http://www.iptc.org/ontologies/Sport/participation>                    |
| <http://www.iptc.org/ontologies/Sport/Competition>             | <http://www.iptc.org/ontologies/Sport/sport>                            |
| <http://www.iptc.org/ontologies/Sport/Competition>             | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Competition>             | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| <http://www.iptc.org/ontologies/Sport/CompetitionPhase>        | <http://www.iptc.org/ontologies/Sport/competitionForm>                  |
| <http://www.iptc.org/ontologies/Sport/CompetitionPhase>        | <http://www.iptc.org/ontologies/Sport/competitionPhaseType>             |
| <http://www.iptc.org/ontologies/Sport/CompetitionPhase>        | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/attendance>                       |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/competition>                      |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/competitionPhase>                 |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/event>                            |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/eventOutcomeType>                 |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/eventStatus>                      |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/parentCompetition>                |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/participation>                    |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/site>                             |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/sport>                            |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.iptc.org/ontologies/Sport/startDate>                        |
| <http://www.iptc.org/ontologies/Sport/Event>                   | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Event>                   | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| <http://www.iptc.org/ontologies/Sport/IndividualMembership>    | <http://www.iptc.org/ontologies/Sport/membershipBy>                     |
| <http://www.iptc.org/ontologies/Sport/IndividualMembership>    | <http://www.iptc.org/ontologies/Sport/membershipOf>                     |
| <http://www.iptc.org/ontologies/Sport/IndividualMembership>    | <http://www.iptc.org/ontologies/Sport/positionRegular>                  |
| <http://www.iptc.org/ontologies/Sport/IndividualMembership>    | <http://www.iptc.org/ontologies/Sport/startDate>                        |
| <http://www.iptc.org/ontologies/Sport/IndividualMembership>    | <http://www.iptc.org/ontologies/Sport/uniformNumber>                    |
| <http://www.iptc.org/ontologies/Sport/IndividualMembership>    | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spesstat/ADR>                             |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spesstat/FKdiff>                          |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spesstat/KAST>                            |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spesstat/assist>                          |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spesstat/deaths>                          |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spesstat/flashassist>                     |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spesstat/headshot>                        |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spesstat/kills>                           |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/aerials-won>                    |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/assists-total>                  |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/catches-punches>                |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/cautions-total>                 |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/clearances-successful>          |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/crosses-18-yard>                |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/crosses-18-yard-plus>           |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/ejections-total>                |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/fouls-commited>                 |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/fouls-suffered>                 |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/free-kicks>                     |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/goals-against-total>            |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/goals-head>                     |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/goals-left-foot>                |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/goals-own>                      |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/goals-penalty-shot-allowed>     |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/goals-right-foot>               |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/goals-total>                    |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/interceptions>                  |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/passes-complete>                |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/passes-complete-3rd-final>      |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/passes-complete-long>           |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/passes-incomplete>              |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/passes-total>                   |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/save-percentage>                |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/saves>                          |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/shots-blocked-cross>            |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/shots-blocked-outfielder>       |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/shots-off-goal-total>           |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/shots-on-goal-total>            |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/shots-penalty-shot-allowed>     |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/shots-penalty-shot-missed>      |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/shots-penalty-shot-scored>      |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/shots-total>                    |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/shutouts>                       |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/tackles-lost>                   |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/tackles-total>                  |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/tackles-won>                    |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spsocstat/touches>                        |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spstat/event-outcome>                     |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spstat/events-started>                    |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spstat/rating>                            |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spstat/score>                             |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://cv.iptc.org/newscodes/spstat/time-played-total>                 |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://www.iptc.org/ontologies/Sport/Action/role>                      |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://www.iptc.org/ontologies/Sport/participationBy>                  |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://www.iptc.org/ontologies/Sport/rank>                             |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://www.iptc.org/ontologies/Sport/scoreUnits>                       |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | <http://www.iptc.org/ontologies/Sport/status>                           |
| <http://www.iptc.org/ontologies/Sport/IndividualParticipation> | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Membership>              | <http://www.iptc.org/ontologies/Sport/endDate>                          |
| <http://www.iptc.org/ontologies/Sport/Membership>              | <http://www.iptc.org/ontologies/Sport/membershipBy>                     |
| <http://www.iptc.org/ontologies/Sport/Membership>              | <http://www.iptc.org/ontologies/Sport/membershipOf>                     |
| <http://www.iptc.org/ontologies/Sport/Membership>              | <http://www.iptc.org/ontologies/Sport/startDate>                        |
| <http://www.iptc.org/ontologies/Sport/Membership>              | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Official>                | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Official>                | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| <http://www.iptc.org/ontologies/Sport/OfficialParticipation>   | <http://www.iptc.org/ontologies/Sport/participationBy>                  |
| <http://www.iptc.org/ontologies/Sport/OfficialParticipation>   | <http://www.iptc.org/ontologies/Sport/positionEvent>                    |
| <http://www.iptc.org/ontologies/Sport/OfficialParticipation>   | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/ParticipationSplit>      | <http://cv.iptc.org/newscodes/spstat/events-played>                     |
| <http://www.iptc.org/ontologies/Sport/ParticipationSplit>      | <http://cv.iptc.org/newscodes/spstat/losses>                            |
| <http://www.iptc.org/ontologies/Sport/ParticipationSplit>      | <http://cv.iptc.org/newscodes/spstat/points-scored-against>             |
| <http://www.iptc.org/ontologies/Sport/ParticipationSplit>      | <http://cv.iptc.org/newscodes/spstat/points-scored-for>                 |
| <http://www.iptc.org/ontologies/Sport/ParticipationSplit>      | <http://cv.iptc.org/newscodes/spstat/standing-points>                   |
| <http://www.iptc.org/ontologies/Sport/ParticipationSplit>      | <http://cv.iptc.org/newscodes/spstat/ties>                              |
| <http://www.iptc.org/ontologies/Sport/ParticipationSplit>      | <http://cv.iptc.org/newscodes/spstat/wins>                              |
| <http://www.iptc.org/ontologies/Sport/ParticipationSplit>      | <http://www.iptc.org/ontologies/Sport/participationSplitType>           |
| <http://www.iptc.org/ontologies/Sport/ParticipationSplit>      | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/ParticipationSplit>      | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| <http://www.iptc.org/ontologies/Sport/Site>                    | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Site>                    | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| <http://www.iptc.org/ontologies/Sport/Team>                    | <http://www.iptc.org/ontologies/Sport/coach>                            |
| <http://www.iptc.org/ontologies/Sport/Team>                    | <http://www.iptc.org/ontologies/Sport/competition>                      |
| <http://www.iptc.org/ontologies/Sport/Team>                    | <http://www.iptc.org/ontologies/Sport/governingBody>                    |
| <http://www.iptc.org/ontologies/Sport/Team>                    | <http://www.iptc.org/ontologies/Sport/membership>                       |
| <http://www.iptc.org/ontologies/Sport/Team>                    | <http://www.iptc.org/ontologies/Sport/sport>                            |
| <http://www.iptc.org/ontologies/Sport/Team>                    | rdf:type                                                                |
| <http://www.iptc.org/ontologies/Sport/Team>                    | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/cautions-total>                 |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/clearances-successful>          |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/corner-kicks>                   |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/fouls-commited>                 |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/free-kicks>                     |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/goals-against-total>            |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/interceptions>                  |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/line-formation>                 |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/offsides>                       |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/passes-total>                   |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/shots-blocked>                  |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/shots-on-goal-total>            |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/shots-total>                    |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/shutouts>                       |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/tackles-lost>                   |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/tackles-total>                  |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/tackles-won>                    |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spsocstat/tackles-won-percentage>         |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/event-outcome>                     |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/events-played>                     |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/losses>                            |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/outcome-result>                    |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/points-difference>                 |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/points-scored-against>             |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/points-scored-for>                 |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/score>                             |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/score-opposing>                    |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/series-score>                      |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/series-score-opposing>             |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/standing-points>                   |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/ties>                              |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/time-of-possession-percentage>     |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://cv.iptc.org/newscodes/spstat/wins>                              |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://www.iptc.org/ontologies/Sport/alignment>                        |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://www.iptc.org/ontologies/Sport/eventOutcome>                     |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://www.iptc.org/ontologies/Sport/participationBy>                  |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://www.iptc.org/ontologies/Sport/participationSplit>               |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | <http://www.iptc.org/ontologies/Sport/rank>                             |
| <http://www.iptc.org/ontologies/Sport/TeamParticipation>       | rdf:type                                                                |
| rdf:Property                                                   | rdf:type                                                                |
| rdf:Property                                                   | <http://www.w3.org/2000/01/rdf-schema#comment>                          |
| rdf:Property                                                   | <http://www.w3.org/2000/01/rdf-schema#domain>                           |
| rdf:Property                                                   | <http://www.w3.org/2000/01/rdf-schema#domainIncludes>                   |
| rdf:Property                                                   | <http://www.w3.org/2000/01/rdf-schema#isDefinedBy>                      |
| rdf:Property                                                   | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| rdf:Property                                                   | <http://www.w3.org/2000/01/rdf-schema#range>                            |
| rdf:Property                                                   | <https://schema.org/domain>                                             |
| rdf:Property                                                   | <https://schema.org/domainIncludes>                                     |
| <http://www.w3.org/2000/01/rdf-schema#Class>                   | rdf:type                                                                |
| <http://www.w3.org/2000/01/rdf-schema#Class>                   | <http://www.w3.org/2000/01/rdf-schema#comment>                          |
| <http://www.w3.org/2000/01/rdf-schema#Class>                   | <http://www.w3.org/2000/01/rdf-schema#isDefinedBy>                      |
| <http://www.w3.org/2000/01/rdf-schema#Class>                   | <http://www.w3.org/2000/01/rdf-schema#label>                            |
| <http://www.w3.org/2000/01/rdf-schema#Class>                   | <http://www.w3.org/2000/01/rdf-schema#subClassOf>                       |
| <http://www.w3.org/2002/07/owl#Ontology>                       | <http://purl.org/dc/terms/created>                                      |
| <http://www.w3.org/2002/07/owl#Ontology>                       | <http://purl.org/dc/terms/creator>                                      |
| <http://www.w3.org/2002/07/owl#Ontology>                       | <http://purl.org/dc/terms/description>                                  |
| <http://www.w3.org/2002/07/owl#Ontology>                       | <http://purl.org/dc/terms/license>                                      |
| <http://www.w3.org/2002/07/owl#Ontology>                       | <http://purl.org/dc/terms/rights>                                       |
| <http://www.w3.org/2002/07/owl#Ontology>                       | <http://purl.org/dc/terms/title>                                        |
| <http://www.w3.org/2002/07/owl#Ontology>                       | rdf:type                                                                |
--------------------------------------------------------------------------------------------------------------------------------------------
